region,selectedRegion,year,GDP,NTL,lnNTL,lnGDP
Manipur,,1993,3353037.617,13264,9.492809631295179,15.025377244293875
Meghalaya,,1993,3194379.431,14107,9.55442711594219,14.976903395629526
Nagaland,,1993,3036663.049,6824,8.82820255458662,14.926269789239111
Sikkim,Sikkim,1993,1664480.615,1711,7.444839118410473,14.325023689789418
Mizoram,,1993,1480870.201,4130,8.326035107259653,14.208140446600167
Lakshadweep,,1993,558124.6328,184,5.214990103958283,13.23233757269555
Uttar Pradesh,,1994,278904357.1,896775,13.706560284606958,19.44637947492101
Maharashtra,Maharashtra,1994,246194357.0,1270980,14.055298822274501,19.321631851062023
Telangana,,1994,185711397.3,445309,13.006523724655514,19.03970439923764
Bihar,Bihar,1994,140689797.4,85665,11.358199736500854,18.76206800630687
Madhya Pradesh,,1994,141236151.3,787455,13.576561517891205,18.7659438792904
West Bengal,,1994,137567237.6,357550,12.787030519444658,18.73962335627628
Gujarat,,1994,125103666.7,794737,13.585766533876967,18.64465328515948
Andhra Pradesh,,1994,126701328.8,545504,13.209465435282324,18.657343133002747
Tamil Nadu,,1994,113638676.5,758269,13.538793496123468,18.548534468455124
Karnataka,,1994,108023926.8,613171,13.326399148280359,18.49786330499559
Jharkhand,,1994,94827949.91,124451,11.731667423471926,18.36757475404561
Rajasthan,,1994,97698658.42,772612,13.557532274006777,18.3973983852913
Chhattisgarh,,1994,78313378.14,141469,11.8598359614784,18.176229003837822
Kerala,Kerala,1994,73109429.14,224945,12.323611251316011,18.107467906004846
Punjab,Punjab,1994,76978130.2,482758,13.087270792592259,18.159031916099057
Uttarakhand,,1994,66789741.32,57185,10.954047080086335,18.017060053659435
NCT of Delhi,Delhi,1994,78168269.87,91699,11.426266862112124,18.174374367036137
Haryana,,1994,52868433.3,404011,12.909197409047193,17.783316994710336
Odisha,,1994,44178502.77,169030,12.037831552105319,17.603748866065555
Assam,,1994,34314754.37,162325,11.997355838981491,17.351085976205123
Puducherry,,1994,12667654.57,10143,9.224540077277117,16.354562418349722
Himachal Pradesh,,1994,12886149.1,30991,10.341452441409151,16.371663579310663
Jammu and Kashmir,,1994,13904989.18,75868,11.236750398912081,16.44775826751254
Tripura,,1994,5136977.502,19087,9.856763277946557,15.451975429840827
Goa,Goa,1994,4173522.65,24779,10.117752202811198,15.244270997357757
Manipur,,1994,3626476.05,10538,9.26274399971545,15.103771949600002
Meghalaya,,1994,3305938.988,15360,9.639522657743118,15.011231102262382
Nagaland,,1994,3157410.991,5678,8.64435609821488,14.965262943102399
Sikkim,Sikkim,1994,1740853.79,1726,7.453567665369348,14.369886234752775
Mizoram,,1994,1633205.452,4735,8.462739117550367,14.306055176653679
Lakshadweep,,1994,586220.3413,199,5.293355074718222,13.281451006929833
Uttar Pradesh,,1995,292565400.8,1040555,13.85526479223139,19.494198792121743
Maharashtra,Maharashtra,1995,269517498.8,1656383,14.32014687341669,19.41214387681767
Telangana,,1995,196536609.9,555635,13.227866900836055,19.096359281843718
Bihar,Bihar,1995,146041947.7,116902,11.669091341495404,18.799404451419832
Madhya Pradesh,,1995,150200080.8,1104977,13.91533508728769,18.827478835243564
West Bengal,,1995,147772385.6,428291,12.967558173422862,18.81118371275708
Gujarat,,1995,136181808.8,1033390,13.848355227670245,18.72950138035121
Andhra Pradesh,,1995,139089294.5,716027,13.481473168694958,18.750626691315077
Tamil Nadu,,1995,126112936.6,971989,13.787099776794294,18.652688385681085
Karnataka,,1995,117586620.0,745163,13.52135827879642,18.58268581144567
Jharkhand,,1995,99761966.71,149989,11.918317303727594,18.418297573556323
Rajasthan,,1995,106481294.6,1005292,13.820788614485672,18.483479890128987
Chhattisgarh,,1995,82460394.87,216128,12.283626150014117,18.22782867385635
Kerala,Kerala,1995,75179641.37999998,272608,12.515790181525276,18.13539102593729
Punjab,Punjab,1995,85952452.89,656769,13.395087652694157,18.26930482795485
Uttarakhand,,1995,70536630.44,79204,11.279782207833927,18.071642713556397
NCT of Delhi,Delhi,1995,90175895.71,98292,11.495698021041276,18.317272717723675
Haryana,,1995,58186904.15,533661,13.187516103629331,17.87917087277727
Odisha,,1995,47463159.22,235561,12.369725224704265,17.675464372706752
Assam,,1995,36111974.16,168726,12.036031435665702,17.40213506248758
Puducherry,,1995,13437495.13,13031,9.475087180545424,16.413559501433483
Himachal Pradesh,,1995,14656220.89,50406,10.827865692981963,16.500375437425483
Jammu and Kashmir,,1995,17079538.54,108731,11.596632313013307,16.653391728395313
Tripura,,1995,5640432.172,22502,10.021359917535861,15.545471246779735
Goa,Goa,1995,4672942.865,28677,10.263851035443322,15.357299594986804
Manipur,,1995,3957659.695,12887,9.463975106263879,15.191163422418427
Meghalaya,,1995,3450003.0,21175,9.960576991775161,15.053885658572382
Nagaland,,1995,3305110.873,5501,8.612686990725106,15.01098057775516
Sikkim,Sikkim,1995,1838700.483,3059,8.02584661318773,14.42456962082749
Mizoram,,1995,1816550.535,4445,8.39953739766426,14.41244995023991
Lakshadweep,,1995,622377.6707,207,5.332767101277263,13.341302375078078
Uttar Pradesh,,1996,306965178.4,1032862,13.847844157378352,19.54224487371116
Maharashtra,Maharashtra,1996,294922672.9,1749491,14.374835452165646,19.50222375418042
Telangana,,1996,208070749.9,625946,13.347019400356444,19.153388723579823
Bihar,Bihar,1996,151623198.4,128169,11.76110506257763,18.83690904321231
Madhya Pradesh,,1996,159748593.2,1101680,13.912346854478054,18.88911184492336
West Bengal,,1996,158690504.1,460789,13.040695538253019,18.882466348167668
Gujarat,,1996,148226607.3,1032440,13.847435500434441,18.81425279114877
Andhra Pradesh,,1996,152556722.3,721645,13.489288621062457,18.843047034363867
Tamil Nadu,,1996,139811754.3,936140,13.749520327606591,18.755807463628653
Karnataka,,1996,128030470.5,791039,13.58110256285358,18.667778844335547
Jharkhand,,1996,104989255.8,148314,11.907086994331516,18.469368577171878
Rajasthan,,1996,116105556.8,1074881,13.887720525045397,18.570010307710533
Chhattisgarh,,1996,86857639.19,204751,12.229549934548082,18.279781005217355
Kerala,Kerala,1996,77232108.92,258789,12.463768375483099,18.162325847177666
Punjab,Punjab,1996,96028009.96,684369,13.436252539437284,18.380150477292066
Uttarakhand,,1996,74520926.97,80901,11.300981587517477,18.126590542831245
NCT of Delhi,Delhi,1996,103835076.1,100595,11.51885793303185,18.45831439165248
Haryana,,1996,64090784.82,580924,13.272375235541682,17.97581114899757
Odisha,,1996,50972217.32,256115,12.453381880388124,17.746791283822443
Assam,,1996,38013043.21,186699,12.137253026891225,17.453439901164895
Puducherry,,1996,14259596.61,13390,9.50226418551093,16.472940684331512
Himachal Pradesh,,1996,16680133.34,61112,11.020463688855166,16.629728948867722
Jammu and Kashmir,,1996,20656936.17,116371,11.664538728277313,16.84356171298191
Tripura,,1996,6190097.847,23550,10.066881524072924,15.638461451805636
Goa,Goa,1996,5230144.954,30392,10.321935023901364,15.469949551527009
Manipur,,1996,4320736.938,12740,9.452502714055202,15.2789365331719
Meghalaya,,1996,3599363.272,15048,9.619001035520785,15.096267518894303
Nagaland,,1996,3452389.923,7576,8.932741954822804,15.054577280484311
Sikkim,Sikkim,1996,1942760.215,2994,8.004368904987356,14.479620311068219
Mizoram,,1996,2019841.638,5119,8.54071633996222,14.518529669274477
Lakshadweep,,1996,661021.4821,244,5.497209208059955,13.401541617700586
Uttar Pradesh,,1997,311554361.8,800156,13.592562000137598,19.55708439717748
Maharashtra,Maharashtra,1997,311179333.3,1689059,14.339682133012662,19.55587993835892
Telangana,,1997,212111727.0,573734,13.259921170687491,19.172623707964043
Bihar,Bihar,1997,152414875.6,112665,11.632174181546928,18.842116805377266
Madhya Pradesh,,1997,164244067.2,858586,13.663042140672925,18.916864094128684
West Bengal,,1997,164675097.4,432874,12.978201994667744,18.9194849839589
Gujarat,,1997,155606454.9,1115154,13.924503078898438,18.86284065278129
Andhra Pradesh,,1997,161594555.0,682968,13.43420329997432,18.900601009176672
Tamil Nadu,,1997,149553035.9,963253,13.77807138732131,18.823161643068218
Karnataka,,1997,134659516.0,754688,13.534059711039298,18.71826004683761
Jharkhand,,1997,106814846.6,126992,11.751879450075771,18.486607487937558
Rajasthan,,1997,122371386.3,1026939,13.84209310058444,18.622571128654727
Chhattisgarh,,1997,88394044.72,196664,12.189252018647977,18.297315157917772
Kerala,Kerala,1997,76565173.23999998,230962,12.350008517104628,18.153652873881533
Punjab,Punjab,1997,103404740.2,780190,13.56729277156359,18.454161362314714
Uttarakhand,,1997,75915260.28,74323,11.216175873205808,18.145128279863975
NCT of Delhi,Delhi,1997,114604956.6,100492,11.517833500833214,18.557001612618503
Haryana,,1997,68139314.82,575899,13.263687594444841,18.037064914672513
Odisha,,1997,52969816.91,228023,12.337201823897022,17.785232817029932
Assam,,1997,38734614.85,189375,12.151484508051048,17.472244198794886
Puducherry,,1997,14547994.48,13007,9.473243721880236,16.492963705655345
Himachal Pradesh,,1997,18328005.88,57919,10.966800934372081,16.72394082393602
Jammu and Kashmir,,1997,23821631.55,103380,11.546166895480534,16.986104614507973
Tripura,,1997,6565307.302,25791,10.157781260574632,15.697309873762896
Goa,Goa,1997,5637583.698,28947,10.273222196147374,15.544966109334744
Manipur,,1997,4561276.577,14376,9.573316124066936,15.333113093408064
Meghalaya,,1997,3631946.422,16113,9.68738229919027,15.105279266942533
